,number of pieces,number of blocks,average branching facotr,depth of search tree,relative error,runtime(in ms),space used(in MB),preprocess time(in ms)
385,1.0,12.0,3.0,1.0,0.0,104.7426,8053.0,71.3367
386,1.0,12.0,2.2857142857142856,4.0,1.0,108.4013,8053.0,75.2591
387,1.0,12.0,2.7142857142857144,4.0,0.0,112.6884,8053.0,68.9785
388,1.0,12.0,3.3333333333333335,3.0,0.0,109.5385,8053.0,68.8767
389,1.0,12.0,2.4285714285714284,4.0,1.0,109.1689,8053.0,67.7253
390,1.0,13.0,2.2,3.0,0.0,107.5929,8053.0,75.4278
391,1.0,13.0,2.6666666666666665,2.0,0.0,106.6712,8053.0,68.715
392,1.0,13.0,2.2,4.0,0.0,106.3634,8053.0,71.4508
393,1.0,13.0,2.6666666666666665,2.0,0.0,105.6723,8053.0,72.2943
394,1.0,13.0,5.0,1.0,0.0,108.9479,8053.0,94.7661
395,1.0,13.0,2.1666666666666665,3.0,1.0,107.1544,8053.0,72.6131
396,1.0,13.0,2.0,3.0,0.0,106.6672,8053.0,69.6265
397,1.0,13.0,1.875,5.0,0.0,140.4302,8053.0,69.6355
398,1.0,13.0,4.0,1.0,0.0,119.3492,8053.0,73.5948
399,1.0,13.0,2.3333333333333335,2.0,0.0,134.1859,8053.0,82.7714
400,1.0,13.0,1.7777777777777777,4.0,1.0,106.3635,8053.0,68.2736
401,1.0,13.0,1.75,4.0,1.0,113.0243,8053.0,70.4603
402,1.0,13.0,1.6,5.0,1.0,113.0544,8053.0,70.8128
403,1.0,13.0,2.25,4.0,1.0,113.1119,8053.0,70.6036
404,1.0,13.0,1.3888888888888888,6.0,1.0,113.994,8053.0,70.9414
405,1.0,13.0,1.3846153846153846,5.0,1.0,109.5506,8053.0,73.512
406,1.0,13.0,2.3333333333333335,3.0,0.0,146.4754,8053.0,93.7846
407,1.0,13.0,2.6,3.0,0.0,118.1737,8053.0,71.8622
408,1.0,13.0,3.0,4.0,1.0,143.5888,8053.0,99.7809
409,1.0,13.0,2.0,5.0,1.0,110.5117,8053.0,67.7515
410,1.0,13.0,2.8,3.0,0.0,106.1507,8053.0,71.9318
411,1.0,13.0,1.4615384615384615,5.0,2.0,137.0389,8053.0,68.2175
412,1.0,13.0,3.0,1.0,0.0,108.4967,8053.0,85.7864
413,1.0,13.0,3.0,1.0,0.0,137.9721,8053.0,96.2566
414,1.0,13.0,1.6666666666666667,6.0,2.0,153.3568,8053.0,101.5685
415,1.0,13.0,2.25,4.0,0.0,127.9767,8053.0,105.6347
416,1.0,13.0,3.0,2.0,0.0,140.203,8053.0,77.6413
417,1.0,13.0,1.75,5.0,2.0,107.6942,8053.0,70.8079
418,1.0,13.0,3.2,3.0,1.0,106.3939,8053.0,69.6569
419,1.0,13.0,3.2,4.0,0.0,110.3604,8053.0,69.5458
420,1.0,14.0,3.2,4.0,0.0,105.2402,8053.0,67.8485
421,1.0,14.0,2.0,5.0,1.0,108.0779,8053.0,68.0851
422,1.0,14.0,2.2,3.0,0.0,108.1045,8053.0,68.6462
423,1.0,14.0,2.2222222222222223,5.0,1.0,108.9693,8053.0,68.9645
424,1.0,14.0,2.0,3.0,0.0,107.3487,8053.0,68.289
425,1.0,14.0,1.7777777777777777,4.0,0.0,112.1973,8053.0,67.9235
426,1.0,14.0,3.25,3.0,0.0,104.1732,8053.0,69.2023
427,1.0,14.0,4.333333333333333,3.0,0.0,106.0563,8053.0,70.6716
428,1.0,14.0,2.6666666666666665,2.0,0.0,105.1266,8053.0,70.1021
429,1.0,14.0,5.0,1.0,0.0,105.4575,8053.0,68.7327
430,1.0,14.0,1.4705882352941178,6.0,2.0,113.2118,8053.0,77.4808
431,1.0,14.0,4.0,1.0,0.0,108.4078,8053.0,84.6544
432,1.0,14.0,2.4285714285714284,5.0,1.0,115.9531,8053.0,94.6787
433,1.0,14.0,2.4,3.0,0.0,114.0312,8053.0,98.8241
434,1.0,14.0,3.0,1.0,0.0,106.684,8053.0,70.7751
435,1.0,14.0,1.3125,6.0,1.0,124.773,8053.0,73.7036
436,1.0,14.0,3.0,3.0,0.0,116.3096,8053.0,67.5023
437,1.0,14.0,2.5714285714285716,4.0,0.0,114.6946,8053.0,67.0685
438,1.0,14.0,1.8181818181818181,5.0,2.0,107.0137,8053.0,67.697
439,1.0,14.0,2.090909090909091,4.0,1.0,110.5005,8053.0,68.1258
440,1.0,14.0,2.1666666666666665,3.0,0.0,104.4194,8053.0,69.6011
441,1.0,14.0,2.5,2.0,0.0,117.8667,8053.0,78.5851
442,1.0,14.0,3.0,3.0,0.0,112.2346,8053.0,74.8457
443,1.0,14.0,2.6666666666666665,2.0,0.0,111.0817,8053.0,68.8325
444,1.0,14.0,2.2,3.0,1.0,108.3927,8053.0,83.7224
445,1.0,14.0,1.4615384615384615,5.0,1.0,108.6234,8053.0,68.6454
446,1.0,14.0,1.8,4.0,0.0,115.6209,8053.0,67.589
447,1.0,14.0,3.5,2.0,0.0,104.9788,8053.0,74.0875
448,1.0,14.0,3.0,3.0,0.0,109.5928,8053.0,69.6028
449,1.0,15.0,1.75,5.0,1.0,110.2918,8053.0,76.2958
450,1.0,15.0,3.0,4.0,1.0,115.2128,8053.0,73.9832
451,1.0,15.0,4.0,1.0,0.0,124.6947,8053.0,72.8918
452,1.0,15.0,4.0,1.0,0.0,110.8775,8053.0,77.9549
453,1.0,15.0,3.25,3.0,0.0,116.3439,8053.0,71.1963
454,1.0,15.0,2.0,4.0,0.0,113.6061,8053.0,72.5371
455,1.0,15.0,2.0,2.0,0.0,112.1311,8053.0,79.6565
456,1.0,15.0,2.142857142857143,5.0,0.0,105.6134,8053.0,71.4177
457,1.0,15.0,1.2222222222222223,5.0,2.0,112.8519,8053.0,75.552
458,1.0,15.0,2.6,4.0,0.0,105.8125,8053.0,69.1961
459,1.0,15.0,1.6666666666666667,3.0,0.0,129.5906,8053.0,68.6761
460,1.0,15.0,4.5,2.0,0.0,112.2,8053.0,78.3799
461,1.0,15.0,2.5,2.0,0.0,106.6896,8053.0,72.7703
462,1.0,15.0,2.5,2.0,0.0,127.2711,8053.0,82.1512
463,1.0,15.0,2.111111111111111,4.0,1.0,113.0344,8053.0,69.9475
464,1.0,15.0,2.375,4.0,0.0,116.2612,8053.0,70.6351
465,1.0,15.0,4.0,1.0,0.0,106.3832,8053.0,70.9206
466,1.0,15.0,4.0,1.0,0.0,104.9205,8053.0,67.8972
467,1.0,15.0,1.6,5.0,1.0,144.0544,8053.0,67.156
468,1.0,15.0,3.2,4.0,0.0,124.5633,8053.0,79.9864
469,1.0,15.0,3.5,2.0,0.0,106.6424,8053.0,68.6236
470,1.0,15.0,2.5714285714285716,4.0,0.0,126.1724,8053.0,79.254
471,1.0,15.0,4.0,2.0,0.0,104.3101,8053.0,86.8305
472,1.0,15.0,3.5,2.0,0.0,129.6246,8053.0,74.3373
473,1.0,15.0,2.6,3.0,0.0,117.057,8053.0,73.913
474,1.0,15.0,3.4,4.0,0.0,106.7595,8053.0,68.8675
475,1.0,15.0,1.8571428571428572,5.0,1.0,143.12,8053.0,69.6405
476,1.0,15.0,2.5,5.0,0.0,114.7307,8053.0,80.1864
477,1.0,15.0,2.25,3.0,0.0,112.7456,8053.0,69.5241
478,1.0,16.0,3.0,4.0,0.0,109.4653,8053.0,73.7129
479,1.0,16.0,2.6666666666666665,2.0,0.0,110.258,8053.0,70.7651
480,1.0,16.0,2.0,3.0,1.0,114.5828,8053.0,72.4202
481,1.0,16.0,4.0,1.0,0.0,111.5115,8053.0,71.8706
482,1.0,16.0,2.5,5.0,0.0,110.9408,8053.0,68.0902
483,1.0,16.0,4.0,1.0,0.0,108.7618,8053.0,68.7621
484,1.0,16.0,2.0,3.0,0.0,112.774,8053.0,69.7683
485,1.0,16.0,1.6666666666666667,5.0,1.0,113.6422,8053.0,69.889
486,1.0,16.0,4.0,1.0,0.0,110.2119,8053.0,68.6287
487,1.0,16.0,2.142857142857143,4.0,1.0,113.5322,8053.0,68.7592
488,1.0,16.0,2.25,4.0,1.0,111.0944,8053.0,69.985
489,1.0,16.0,1.4166666666666667,5.0,1.0,111.7177,8053.0,72.2107
490,1.0,16.0,3.5,2.0,0.0,109.1902,8053.0,68.1102
491,1.0,16.0,2.5714285714285716,5.0,0.0,109.3942,8053.0,73.7358
492,1.0,16.0,1.7777777777777777,5.0,1.0,109.8073,8053.0,72.3119
493,1.0,16.0,1.4166666666666667,6.0,2.0,111.0041,8053.0,68.7567
494,1.0,16.0,2.6666666666666665,2.0,0.0,109.5422,8053.0,73.2181
495,1.0,16.0,1.5333333333333334,6.0,2.0,113.4716,8053.0,67.7941
496,1.0,16.0,2.0,5.0,0.0,115.2352,8053.0,68.5133
497,1.0,16.0,1.75,4.0,1.0,112.6892,8053.0,68.7368
498,1.0,16.0,2.3333333333333335,4.0,0.0,109.7979,8053.0,69.6133
499,1.0,16.0,2.6666666666666665,3.0,0.0,109.2197,8053.0,70.6907
500,1.0,16.0,3.0,3.0,1.0,111.4653,8053.0,71.5224
501,1.0,16.0,1.6666666666666667,3.0,1.0,113.1643,8053.0,71.3089
502,1.0,16.0,1.7,4.0,1.0,112.5801,8053.0,71.8613
503,1.0,16.0,2.0,4.0,0.0,110.2278,8053.0,68.1099
504,1.0,16.0,3.3333333333333335,3.0,0.0,110.1821,8053.0,68.6532
505,1.0,16.0,1.5333333333333334,6.0,1.0,112.9825,8053.0,67.4134
506,1.0,16.0,1.8333333333333333,4.0,0.0,111.6775,8053.0,74.8081
507,1.0,17.0,2.0,3.0,0.0,110.5382,8053.0,67.8359
508,1.0,17.0,2.142857142857143,4.0,0.0,111.2588,8053.0,68.9139
509,1.0,17.0,1.7,5.0,0.0,110.7563,8053.0,68.8631
510,1.0,17.0,2.6666666666666665,3.0,1.0,108.7198,8053.0,69.8357
511,1.0,17.0,1.5714285714285714,5.0,1.0,110.9895,8053.0,73.2147
512,1.0,17.0,2.3333333333333335,2.0,0.0,111.2057,8053.0,70.2342
513,1.0,17.0,3.0,3.0,1.0,109.3353,8053.0,70.5683
514,1.0,17.0,3.3333333333333335,3.0,0.0,110.1363,8053.0,69.5689
515,1.0,17.0,2.3333333333333335,5.0,1.0,113.6469,8053.0,69.3802
516,1.0,17.0,1.8571428571428572,5.0,0.0,110.0343,8053.0,68.927
517,1.0,17.0,2.375,4.0,0.0,114.6579,8053.0,68.4749
518,1.0,17.0,3.0,1.0,0.0,112.9697,8053.0,69.2764
519,1.0,17.0,1.5,4.0,1.0,122.3233,8053.0,71.218
520,1.0,17.0,4.0,1.0,0.0,112.6978,8053.0,68.7957
521,1.0,17.0,1.7142857142857142,5.0,1.0,110.4357,8053.0,72.7001
522,1.0,17.0,2.0,4.0,1.0,112.0756,8053.0,69.6772
523,1.0,17.0,1.5384615384615385,5.0,1.0,111.0655,8053.0,72.8677
524,1.0,17.0,1.5,2.0,0.0,111.6507,8053.0,68.201
525,1.0,17.0,2.2,4.0,0.0,111.083,8053.0,69.6609
526,1.0,17.0,1.9,5.0,0.0,112.1997,8053.0,69.5107
527,1.0,17.0,2.3333333333333335,3.0,0.0,113.6334,8053.0,69.633
528,1.0,17.0,3.0,2.0,0.0,110.8743,8053.0,69.3365
529,1.0,17.0,1.3333333333333333,6.0,1.0,112.6916,8053.0,67.5963
530,1.0,17.0,4.0,1.0,0.0,111.2661,8053.0,69.8874
531,1.0,17.0,2.0,4.0,0.0,109.0945,8053.0,69.778
532,1.0,17.0,1.875,5.0,1.0,110.0334,8053.0,70.684
533,1.0,17.0,2.5,2.0,0.0,111.0842,8053.0,71.2456
534,1.0,17.0,2.125,4.0,1.0,114.0083,8053.0,73.6619
535,1.0,18.0,1.8571428571428572,3.0,1.0,7319.1093,8053.0,71.9782
536,1.0,18.0,2.6666666666666665,3.0,0.0,109.9475,8053.0,69.4837
537,1.0,18.0,3.0,1.0,0.0,108.4136,8053.0,68.0065
538,1.0,18.0,2.3333333333333335,3.0,0.0,108.7794,8053.0,67.3917
539,1.0,18.0,2.3333333333333335,3.0,0.0,109.7557,8053.0,67.5424
540,1.0,18.0,3.0,3.0,0.0,109.0556,8053.0,67.7517
541,1.0,18.0,2.6666666666666665,2.0,0.0,111.812,8053.0,68.1113
542,1.0,18.0,2.2,5.0,0.0,108.4345,8053.0,69.4133
543,1.0,18.0,1.6363636363636365,5.0,1.0,110.4024,8053.0,68.7174
544,1.0,18.0,1.7272727272727273,5.0,1.0,110.6638,8053.0,71.2788
545,1.0,18.0,1.875,5.0,0.0,110.615,8053.0,66.9296
546,1.0,18.0,2.111111111111111,5.0,1.0,110.9373,8053.0,71.1852
547,1.0,18.0,5.0,1.0,0.0,109.224,8053.0,69.3024
548,1.0,18.0,3.0,2.0,0.0,114.1961,8053.0,69.7312
549,1.0,18.0,2.0,4.0,1.0,113.8404,8053.0,68.6237
550,1.0,18.0,3.0,4.0,0.0,111.4514,8053.0,68.6106
551,1.0,18.0,2.5,3.0,0.0,109.0779,8053.0,68.3134
552,1.0,18.0,3.0,3.0,1.0,110.3833,8053.0,70.8149
553,1.0,18.0,1.875,4.0,0.0,133.2162,8053.0,69.678
554,1.0,18.0,1.2727272727272727,6.0,2.0,108.4515,8053.0,69.3954
555,1.0,18.0,3.0,1.0,0.0,106.8931,8053.0,68.6384
556,1.0,18.0,1.875,5.0,0.0,112.0427,8053.0,66.8917
557,1.0,18.0,1.75,4.0,0.0,112.5403,8053.0,67.9431
558,1.0,18.0,2.4,5.0,0.0,112.5331,8053.0,67.4064
559,1.0,18.0,2.8,4.0,0.0,111.6505,8053.0,67.1982
560,1.0,18.0,1.75,4.0,1.0,109.8136,8053.0,66.2409
561,1.0,18.0,2.0,4.0,1.0,108.0186,8053.0,69.5469
562,1.0,18.0,2.25,4.0,1.0,109.539,8053.0,71.014
563,1.0,19.0,3.0,3.0,0.0,108.4614,8053.0,71.3929
564,1.0,19.0,1.6,3.0,1.0,112.5341,8053.0,69.5736
565,1.0,19.0,1.7,7.0,0.0,116.9636,8053.0,69.9011
566,1.0,19.0,4.0,1.0,0.0,3431.056,8053.0,70.7233
567,1.0,19.0,1.5,5.0,2.0,126.8983,8053.0,72.563
568,1.0,19.0,2.3333333333333335,5.0,1.0,349.2213,8053.0,108.1959
569,1.0,19.0,2.1666666666666665,5.0,0.0,116.4301,8053.0,69.8942
570,1.0,19.0,1.75,3.0,0.0,112.1714,8053.0,70.8191
571,1.0,19.0,2.5,2.0,0.0,110.5774,8053.0,112.212
572,1.0,19.0,3.0,1.0,0.0,138.7091,8053.0,91.9493
573,1.0,19.0,2.3333333333333335,2.0,0.0,120.7256,8053.0,75.2022
574,1.0,19.0,1.6666666666666667,5.0,0.0,121.9244,8053.0,67.9085
575,1.0,19.0,1.4444444444444444,5.0,1.0,129.3233,8053.0,72.3422
576,1.0,19.0,3.0,1.0,0.0,114.8857,8053.0,72.7489
577,1.0,19.0,2.0,5.0,1.0,124.3467,8053.0,78.1075
578,1.0,19.0,3.0,2.0,0.0,119.9316,8053.0,70.2219
579,1.0,19.0,5.0,1.0,0.0,109.4519,8053.0,66.5513
580,1.0,19.0,2.5,2.0,0.0,115.7208,8053.0,69.3912
581,1.0,19.0,3.0,2.0,0.0,103.3422,8053.0,69.3925
582,1.0,19.0,1.6,5.0,0.0,107.1908,8053.0,67.4508
583,1.0,19.0,2.5,2.0,0.0,115.0877,8053.0,70.0258
584,1.0,19.0,1.875,4.0,0.0,109.4994,8053.0,70.9554
585,1.0,19.0,1.7142857142857142,5.0,1.0,104.2931,8053.0,65.9612
586,1.0,19.0,1.3846153846153846,6.0,2.0,110.514,8053.0,68.5814
587,1.0,19.0,2.3333333333333335,4.0,1.0,110.2224,8053.0,70.1353
588,1.0,19.0,2.75,4.0,0.0,109.9206,8053.0,70.9801
589,1.0,19.0,2.0,2.0,0.0,112.0376,8053.0,69.3803
590,1.0,19.0,2.0,3.0,0.0,106.5705,8053.0,74.2053
591,1.0,20.0,1.6666666666666667,3.0,1.0,116.9523,8053.0,70.5327
592,1.0,20.0,3.0,1.0,0.0,123.7799,8053.0,102.2313
593,1.0,20.0,1.75,5.0,1.0,177.7067,8053.0,83.9917
594,1.0,20.0,1.6666666666666667,5.0,1.0,122.3747,8053.0,78.7317
595,1.0,20.0,1.4,3.0,1.0,122.5331,8053.0,76.2439
596,1.0,20.0,2.5,4.0,0.0,126.2715,8053.0,68.0358
597,1.0,20.0,4.0,1.0,0.0,117.6347,8053.0,70.8696
598,1.0,20.0,1.8,5.0,1.0,112.9474,8053.0,69.8709
599,1.0,20.0,2.5,2.0,0.0,105.3493,8053.0,71.1577
600,1.0,20.0,2.75,4.0,0.0,109.76,8053.0,71.6471
601,1.0,20.0,2.0,3.0,0.0,106.1409,8053.0,70.8737
602,1.0,20.0,2.2,5.0,1.0,113.9748,8053.0,69.3134
603,1.0,20.0,2.0,3.0,0.0,109.8411,8053.0,77.5393
604,1.0,20.0,1.7142857142857142,5.0,0.0,106.7592,8053.0,69.2654
605,1.0,20.0,1.8571428571428572,4.0,0.0,110.8191,8053.0,70.1707
606,1.0,20.0,3.5,2.0,0.0,111.7657,8053.0,69.5802
607,1.0,20.0,2.0,4.0,0.0,112.288,8053.0,70.5343
608,1.0,20.0,2.25,3.0,0.0,110.4867,8053.0,72.161
609,1.0,20.0,5.0,1.0,0.0,109.6393,8053.0,69.3223
610,1.0,20.0,2.2,5.0,0.0,111.0052,8053.0,70.9576
611,1.0,20.0,2.6666666666666665,2.0,0.0,106.5369,8053.0,73.9354
612,1.0,20.0,1.5555555555555556,6.0,1.0,110.8713,8053.0,72.331
613,1.0,20.0,1.4444444444444444,5.0,0.0,109.5475,8053.0,71.9567
614,1.0,20.0,3.0,3.0,0.0,111.1686,8053.0,70.3083
615,1.0,21.0,2.5,4.0,0.0,107.9263,8053.0,69.5461
616,1.0,21.0,2.3333333333333335,3.0,1.0,107.8574,8053.0,73.6222
617,1.0,21.0,2.0,4.0,1.0,109.0198,8053.0,69.8609
618,1.0,21.0,1.3636363636363635,7.0,1.0,108.9596,8053.0,74.8614
619,1.0,21.0,3.5,2.0,0.0,125.6396,8053.0,74.0175
620,1.0,21.0,2.2,4.0,1.0,122.0561,8053.0,79.4082
621,1.0,21.0,2.6,5.0,0.0,156.5085,8053.0,84.2752
622,1.0,21.0,2.4,4.0,0.0,153.5714,8053.0,83.262
623,1.0,21.0,2.25,3.0,0.0,127.9514,8053.0,101.5923
624,1.0,21.0,2.2,4.0,0.0,139.5455,8053.0,72.1459
625,1.0,21.0,1.5,4.0,1.0,121.2391,8053.0,75.3844
626,1.0,21.0,2.3333333333333335,6.0,0.0,115.1241,8053.0,69.8664
627,1.0,21.0,3.0,2.0,0.0,112.4177,8053.0,72.9506
628,1.0,21.0,3.0,1.0,0.0,112.2135,8053.0,71.1407
629,1.0,21.0,1.5,5.0,1.0,122.7095,8053.0,71.2059
630,1.0,21.0,2.0,5.0,0.0,121.0459,8053.0,71.5071
631,1.0,21.0,2.0,1.0,0.0,102.4125,8053.0,67.8908
632,1.0,21.0,3.0,2.0,0.0,105.0282,8053.0,68.312
633,1.0,21.0,2.4,5.0,1.0,105.8486,8053.0,74.0687
634,1.0,21.0,3.6666666666666665,3.0,0.0,103.6693,8053.0,72.326
635,1.0,21.0,2.0,1.0,0.0,122.4124,8053.0,74.189
636,1.0,21.0,1.2727272727272727,7.0,0.0,113.8262,8053.0,73.4268
637,1.0,21.0,4.0,1.0,0.0,107.4503,8053.0,71.7503
638,1.0,21.0,1.7142857142857142,4.0,0.0,115.084,8053.0,67.5354
639,1.0,21.0,2.0,2.0,0.0,107.0924,8053.0,69.5032
640,1.0,21.0,1.5714285714285714,4.0,0.0,108.8095,8053.0,71.9068
641,1.0,21.0,2.0,5.0,1.0,106.453,8053.0,76.0259
642,1.0,21.0,1.6666666666666667,3.0,0.0,123.4263,8053.0,81.7208
643,1.0,22.0,2.0,1.0,0.0,115.6744,8053.0,102.4459
644,1.0,22.0,3.0,3.0,0.0,115.9855,8053.0,67.1187
645,1.0,22.0,2.0,2.0,0.0,104.8345,8053.0,69.0288
646,1.0,22.0,2.6,4.0,1.0,106.054,8053.0,68.1379
647,1.0,22.0,2.0,3.0,0.0,105.4944,8053.0,68.7269
648,1.0,22.0,1.5555555555555556,5.0,0.0,114.9835,8053.0,67.8302
649,1.0,22.0,3.0,1.0,0.0,108.4689,8053.0,66.4058
650,1.0,22.0,2.6666666666666665,3.0,0.0,103.8016,8053.0,73.5495
651,1.0,22.0,2.75,4.0,0.0,116.7167,8053.0,83.2961
652,1.0,22.0,3.0,1.0,0.0,100.7514,8053.0,67.4181
653,1.0,22.0,2.25,4.0,0.0,103.8577,8053.0,69.2137
654,1.0,22.0,2.3333333333333335,5.0,0.0,105.9624,8053.0,68.68
655,1.0,22.0,2.25,4.0,0.0,105.9938,8053.0,68.2984
656,1.0,22.0,3.0,1.0,0.0,106.0728,8053.0,68.8506
657,1.0,22.0,1.7142857142857142,5.0,0.0,107.6466,8053.0,67.3641
658,1.0,22.0,1.5,9.0,1.0,111.6911,8053.0,72.5619
659,1.0,22.0,2.2,4.0,1.0,107.4813,8053.0,69.6381
660,1.0,22.0,2.75,4.0,0.0,107.9607,8053.0,72.1689
661,1.0,22.0,1.8,4.0,0.0,107.5073,8053.0,68.9038
662,1.0,22.0,2.0,3.0,0.0,108.8823,8053.0,69.3557
663,1.0,22.0,1.75,4.0,0.0,111.7977,8053.0,69.6317
664,1.0,22.0,1.8333333333333333,6.0,1.0,106.5123,8053.0,70.1881
665,1.0,22.0,3.5,2.0,0.0,109.8986,8053.0,69.8877
666,1.0,22.0,1.8333333333333333,5.0,0.0,107.0237,8053.0,69.5996
667,1.0,22.0,2.3333333333333335,3.0,0.0,108.2735,8053.0,71.1723
668,1.0,23.0,1.5,5.0,0.0,108.9847,8053.0,70.8303
669,1.0,23.0,2.2,5.0,0.0,107.8767,8053.0,69.6188
670,1.0,23.0,2.5,4.0,0.0,111.3157,8053.0,72.7188
671,1.0,23.0,1.625,6.0,0.0,106.9418,8053.0,69.7637
672,1.0,23.0,1.4285714285714286,5.0,0.0,129.5997,8053.0,69.9736
673,1.0,23.0,2.6666666666666665,3.0,0.0,105.3482,8053.0,67.4135
674,1.0,23.0,1.75,3.0,0.0,122.2908,8053.0,66.371
675,1.0,23.0,1.25,7.0,0.0,109.9088,8053.0,67.3794
676,1.0,23.0,4.0,1.0,0.0,107.5427,8053.0,72.4932
677,1.0,23.0,2.25,4.0,0.0,112.5011,8053.0,73.0452
678,1.0,23.0,2.0,4.0,0.0,152.3822,8053.0,85.0896
679,1.0,23.0,3.0,1.0,0.0,144.9086,8053.0,68.1361
680,1.0,23.0,1.7142857142857142,5.0,1.0,103.7208,8053.0,67.9125
681,1.0,23.0,1.75,4.0,1.0,105.5626,8053.0,69.7041
682,1.0,23.0,1.3,7.0,1.0,105.5435,8053.0,70.9006
683,1.0,23.0,1.5714285714285714,5.0,0.0,115.0415,8053.0,71.7474
684,1.0,23.0,2.5,2.0,0.0,107.6562,8053.0,66.6468
685,1.0,23.0,2.5,2.0,0.0,102.5455,8053.0,66.0964
686,1.0,23.0,4.0,1.0,0.0,116.9244,8053.0,68.5361
687,1.0,23.0,2.3333333333333335,2.0,0.0,124.9772,8053.0,65.9547
688,1.0,23.0,2.5,2.0,0.0,100.3359,8053.0,91.0586
689,1.0,23.0,1.75,3.0,0.0,111.0757,8053.0,70.0626
690,1.0,23.0,4.0,2.0,0.0,101.2823,8053.0,69.5067
691,1.0,23.0,3.0,1.0,0.0,101.3292,8053.0,94.4906
692,1.0,23.0,1.0,5.0,0.0,114.2715,8053.0,72.7058
693,1.0,23.0,1.5,4.0,0.0,116.5869,8053.0,69.5281
694,1.0,24.0,1.5,5.0,1.0,139.5051,8053.0,67.6984
695,1.0,24.0,3.0,1.0,0.0,111.3043,8053.0,69.5929
696,1.0,24.0,2.0,3.0,0.0,106.7377,8053.0,69.8165
697,1.0,24.0,1.625,5.0,0.0,109.3824,8053.0,67.6379
698,1.0,24.0,1.6666666666666667,5.0,0.0,107.5573,8053.0,67.9599
699,1.0,24.0,3.0,1.0,0.0,141.3069,8053.0,67.7725
700,1.0,24.0,1.6,5.0,0.0,111.7083,8053.0,69.5604
701,1.0,24.0,1.5714285714285714,5.0,0.0,115.3745,8053.0,90.0417
702,1.0,24.0,2.5,4.0,0.0,158.851,8053.0,79.873
703,1.0,24.0,3.0,1.0,0.0,107.3684,8053.0,72.4951
704,1.0,24.0,1.6666666666666667,4.0,0.0,102.4203,8053.0,68.4038
705,1.0,24.0,2.5,2.0,0.0,124.4761,8053.0,73.1003
706,1.0,24.0,1.6666666666666667,3.0,0.0,107.5403,8053.0,67.5024
707,1.0,24.0,2.5,4.0,0.0,110.2516,8053.0,68.0541
708,1.0,24.0,1.8333333333333333,5.0,0.0,116.2855,8053.0,67.6285
709,1.0,24.0,2.0,2.0,0.0,110.3096,8053.0,71.207
710,1.0,24.0,2.6666666666666665,3.0,0.0,111.569,8053.0,76.7002
711,1.0,24.0,1.6666666666666667,3.0,0.0,110.339,8053.0,68.319
712,1.0,24.0,2.5,2.0,0.0,109.0505,8053.0,69.1767
713,1.0,24.0,1.8333333333333333,4.0,1.0,108.9906,8053.0,67.2173
714,1.0,25.0,2.3333333333333335,3.0,0.0,108.899,8053.0,68.8452
715,1.0,25.0,1.5,4.0,0.0,107.5472,8053.0,66.6471
716,1.0,25.0,2.0,3.0,0.0,110.0562,8053.0,68.5398
717,1.0,25.0,1.5,2.0,0.0,108.8998,8053.0,67.0732
718,1.0,25.0,3.0,2.0,0.0,106.3875,8053.0,68.8075
719,1.0,25.0,1.6666666666666667,6.0,1.0,106.9041,8053.0,67.3557
720,1.0,25.0,2.5,2.0,0.0,108.4016,8053.0,69.4276
721,1.0,25.0,1.6,5.0,1.0,111.9401,8053.0,68.3728
722,1.0,25.0,1.2857142857142858,5.0,1.0,110.778,8053.0,68.9845
723,1.0,25.0,3.0,1.0,0.0,107.1965,8053.0,68.8375
724,1.0,25.0,3.0,1.0,0.0,109.0914,8053.0,66.9714
725,1.0,25.0,1.375,6.0,1.0,111.2122,8053.0,68.454
726,1.0,25.0,3.0,1.0,0.0,113.3869,8053.0,67.5555
727,1.0,25.0,1.75,4.0,0.0,110.3032,8053.0,68.1389
728,1.0,25.0,1.75,4.0,0.0,109.043,8053.0,67.7976
729,1.0,26.0,1.0,9.0,1.0,109.0397,8053.0,82.5955
730,1.0,26.0,2.0,5.0,1.0,110.8627,8053.0,66.0008
731,1.0,26.0,3.0,1.0,0.0,107.2972,8053.0,67.9763
732,1.0,26.0,2.5,2.0,0.0,107.6374,8053.0,66.5172
733,1.0,26.0,2.0,1.0,0.0,109.0898,8053.0,66.7607
734,1.0,26.0,1.4285714285714286,6.0,1.0,109.099,8053.0,67.7007
735,1.0,26.0,1.0909090909090908,5.0,1.0,111.6094,8053.0,68.0493
736,1.0,26.0,2.0,2.0,0.0,108.3321,8053.0,67.716
737,1.0,26.0,1.4285714285714286,4.0,0.0,111.856,8053.0,69.6761
738,1.0,26.0,3.0,1.0,0.0,107.7376,8053.0,66.748
739,1.0,26.0,2.5,2.0,0.0,107.3071,8053.0,68.6904
740,1.0,27.0,1.0,1.0,0.0,106.6398,8053.0,68.2983
741,1.0,27.0,1.5,2.0,0.0,108.8299,8053.0,67.7897
742,1.0,27.0,2.0,3.0,0.0,109.0946,8053.0,69.9909
743,1.0,27.0,2.0,3.0,0.0,108.6898,8053.0,67.9385
744,1.0,27.0,1.3333333333333333,2.0,0.0,106.1245,8053.0,74.229
745,1.0,27.0,1.0,3.0,0.0,106.0345,8053.0,66.8522
746,1.0,27.0,2.0,1.0,0.0,106.8424,8053.0,66.977
